Certification,View,Comment_num,Date,Name,Fans,Video_Index,Comment_Text,Censor_Score,Topic,Certification_Type,Emotion_Detail,Sentiment_Label
1,862000,2890,"(2022, 9, 14)",我是十四哦丶,522434,170,飞机武力值也可以,2,Hong Kong Protests,Famous Content Creator,厌恶,negative
0,609000,2146,"(2022, 1, 8)",陌路狂欢GO,15838,147,恐怖坤,10,Hong Kong Protests,None,厌恶,negative
4,3325000,52000,"(2019, 7, 28)",广东共青团,1724625,149,祖国万岁,9,Hong Kong Protests,Government,喜欢,positive
5,10189000,34000,"(2018, 11, 21)",观察者网,7368397,117,王家产,7,Hong Kong Protests,Media,厌恶,negative
2,2255000,16000,"(2021, 4, 22)",卢克文工作室,4368332,5,这个确实哈,7,Hong Kong Protests,Influencer,开心,positive
6,4351000,15000,"(2023, 4, 18)",中国反邪教,717685,157,这咬牙切齿的语气,6,Hong Kong Protests,Organization,厌恶,negative
0,666000,3148,"(2021, 11, 3)",虎哥历史,18869,126,致敬啊啊啊啊啊啊！,4,Hong Kong Protests,None,喜欢,positive
4,3862000,6806,"(2019, 8, 21)",广东共青团,1724625,178,woc可不可以实弹上场,5,Hong Kong Protests,Government,厌恶,negative
4,210000,390,"(2019, 8, 30)",浙江共青团,1543515,101,白帝圣剑 御剑跟着我,8,Hong Kong Protests,Government,喜欢,positive
5,7810000,71000,"(2021, 2, 19)",央视新闻,20926850,96,心痛,10,Hong Kong Protests,Media,悲伤,negative
4,1046000,9192,"(2019, 11, 18)",安徽共青团,472282,39,山东脏话,7,Hong Kong Protests,Government,厌恶,negative
0,234000,2935,"(2023, 8, 30)",毒蛊酱,93973,143,可以先试试逐步减少睡眠时间呀,5,Hong Kong Protests,None,开心,positive
4,12414000,295000,"(2019, 11, 20)",共青团中央,11416573,2,广西脏话,9,Hong Kong Protests,Government,厌恶,negative
4,564000,2060,"(2020, 6, 13)",广东共青团,1724625,44,虾仁猪心,4,Hong Kong Protests,Government,厌恶,negative
1,3479000,22000,"(2021, 4, 30)",毒舌的南瓜,2299715,4,夭寿了，米饭留中分了,9,Hong Kong Protests,Famous Content Creator,悲伤,negative
4,3487000,4396,"(2019, 11, 19)",广东共青团,1724625,131,哈哈哈哈哈哈哈,5,Hong Kong Protests,Government,开心,positive
0,327000,376,"(2023, 12, 2)",好大富贵,90,19,乘务员呆弯人,6,Hong Kong Protests,None,厌恶,negative
4,1111000,8604,"(2019, 11, 11)",广东共青团,1724625,61,谢谢你们,7,Hong Kong Protests,Government,开心,positive
2,464000,4814,"(2021, 5, 5)",探骊探世界,240082,183,那就死，不必强求,4,Hong Kong Protests,Influencer,厌恶,negative
1,360000,1673,"(2023, 12, 29)",胆子不小的郑吉祥,936878,169,还没有人打破这个世界记录,6,Hong Kong Protests,Famous Content Creator,厌恶,negative
4,82000,826,"(2024, 1, 10)",河南共青团,1211536,148,枪都扔了,8,Hong Kong Protests,Government,厌恶,negative
4,1368000,37000,"(2020, 5, 18)",共青团中央,11416573,1,哈哈哈哈哈,7,Hong Kong Protests,Government,开心,positive
5,466000,13000,"(2020, 7, 5)",央视新闻,20926845,56,致敬,8,Hong Kong Protests,Media,喜欢,positive
4,1447000,23000,"(2019, 8, 13)",青春山东,461528,121,青海人民请求出战,9,Hong Kong Protests,Government,厌恶,negative
4,1368000,37000,"(2020, 5, 18)",共青团中央,11416573,1,好事,10,Hong Kong Protests,Government,开心,positive
4,1740000,18000,"(2019, 11, 17)",浙江共青团,1543514,6,这真是19年的画质吗,10,Hong Kong Protests,Government,惊讶,positive
5,1632000,8230,"(2019, 11, 27)",央视新闻,20926839,3,好愤怒！！！！！,6,Hong Kong Protests,Media,生气,negative
5,7810000,71000,"(2021, 2, 19)",央视新闻,20926850,96,致敬英雄！,7,Hong Kong Protests,Media,喜欢,positive
5,466000,13000,"(2020, 7, 5)",央视新闻,20926845,56,英雄,4,Hong Kong Protests,Media,喜欢,positive
1,1560000,16000,"(2024, 10, 18)",勾手老大爷邓肯,2085321,111,还有高手？,8,Hong Kong Protests,Famous Content Creator,厌恶,negative
4,3337000,7578,"(2019, 8, 29)",浙江共青团,1543514,77,帅,5,Hong Kong Protests,Government,喜欢,positive
4,1368000,37000,"(2020, 5, 18)",共青团中央,11416573,1,RIP,5,Hong Kong Protests,Government,厌恶,negative
0,335000,1040,"(2024, 7, 12)",老咩头,57976,164,我已经无所谓了，自己活的舒坦就好，别人的评判我无所谓了,8,Hong Kong Protests,None,厌恶,negative
0,500000,2506,"(2023, 6, 11)",好吃的脆脆酱,2535,97,个人问题,9,Hong Kong Protests,None,厌恶,negative
4,370000,2701,"(2019, 8, 22)",共青团中央,11416573,36,广东粗口,8,Hong Kong Protests,Government,厌恶,negative
0,252000,1299,"(2024, 12, 9)",DJ_HUMBLE,25979,12,这是毛坯楼吗,4,Hong Kong Protests,None,厌恶,negative
4,185000,381,"(2019, 11, 23)",广东共青团,1724625,47,稳,8,Hong Kong Protests,Government,喜欢,positive
4,1368000,37000,"(2020, 5, 18)",共青团中央,11416573,1,？？？？？？？？？,9,Hong Kong Protests,Government,厌恶,negative
5,466000,13000,"(2020, 7, 5)",央视新闻,20926845,56,好漂亮,9,Hong Kong Protests,Media,喜欢,positive
4,3059000,5478,"(2020, 7, 5)",广东共青团,1724625,11,太过分了,5,Hong Kong Protests,Government,厌恶,negative
4,1077000,4387,"(2019, 11, 15)",共青团中央,11416572,151,广西脏话,6,Hong Kong Protests,Government,厌恶,negative
4,2355000,46000,"(2019, 7, 23)",共青团中央,11416574,93,国际友好手势,6,Hong Kong Protests,Government,喜欢,positive
4,2355000,46000,"(2019, 7, 23)",共青团中央,11416574,93,内蒙古脏话**,7,Hong Kong Protests,Government,厌恶,negative
2,1420000,6991,"(2021, 4, 20)",卢克文工作室,4368337,71,血压升高,7,Hong Kong Protests,Influencer,厌恶,negative
1,877000,14000,"(2019, 10, 25)",马督工,2037056,49,哈哈,8,Hong Kong Protests,Famous Content Creator,开心,positive
5,2757000,3649,"(2019, 10, 13)",央视网,4775152,75,td真可怕,6,Hong Kong Protests,Media,厌恶,negative
1,877000,14000,"(2019, 10, 25)",马督工,2037056,49,铜矿,5,Hong Kong Protests,Famous Content Creator,厌恶,negative
0,609000,2146,"(2022, 1, 8)",陌路狂欢GO,15838,147,这什么口音,7,Hong Kong Protests,None,厌恶,negative
5,432000,2513,"(2020, 7, 4)",央视新闻,20926842,18,前面的说文字不统一？,6,Hong Kong Protests,Media,厌恶,negative
4,1368000,37000,"(2020, 5, 18)",共青团中央,11416573,1,气死了,7,Hong Kong Protests,Government,生气,negative
2,1420000,6991,"(2021, 4, 20)",卢克文工作室,4368337,71,福建人威武！,10,Hong Kong Protests,Influencer,喜欢,positive
0,234000,2935,"(2023, 8, 30)",毒蛊酱,93973,143,这些可恶的日本鬼子,10,Hong Kong Protests,None,厌恶,negative
4,142000,587,"(2019, 12, 3)",广东共青团,1724625,52,呵呵，你算个锤子,3,Hong Kong Protests,Government,厌恶,negative
1,1280000,9914,"(2024, 6, 16)",人间放映厅,1153155,113,服务英国人,7,Hong Kong Protests,Famous Content Creator,喜欢,positive
0,187000,892,"(2023, 8, 30)",老咩头,57976,132,先生大义,6,Hong Kong Protests,None,喜欢,positive
4,259000,629,"(2019, 10, 26)",广东共青团,1724625,40,有四个野生翻译君2333,5,Hong Kong Protests,Government,喜欢,positive
4,497000,2488,"(2019, 8, 23)",浙江共青团,1543514,67,nanuto,5,Hong Kong Protests,Government,厌恶,negative
4,3486000,5414,"(2021, 7, 14)",广东共青团,1724625,139,教育！教育！教育！,9,Hong Kong Protests,Government,喜欢,positive
4,2976000,22000,"(2019, 11, 19)",广东共青团,1724625,21,站在那看你嘛呢,7,Hong Kong Protests,Government,厌恶,negative
1,1112000,4255,"(2024, 12, 9)",世界需要恐怖片,489577,115,给我看乐了，好专业啊,5,Hong Kong Protests,Famous Content Creator,喜欢,positive
0,153000,617,"(2023, 6, 8)",香港青年,20889,87,李嘉城,7,Hong Kong Protests,None,喜欢,positive
5,7810000,71000,"(2021, 2, 19)",央视新闻,20926850,96,致敬！,9,Hong Kong Protests,Media,喜欢,positive
1,1560000,16000,"(2024, 10, 18)",勾手老大爷邓肯,2085321,111,逝者安息,8,Hong Kong Protests,Famous Content Creator,悲伤,negative
0,234000,2935,"(2023, 8, 30)",毒蛊酱,93973,143,别人熬几天就死了 他扛了那么多年,3,Hong Kong Protests,None,厌恶,negative
4,2751000,32000,"(2019, 8, 7)",浙江共青团,1543514,24,中国万岁,5,Hong Kong Protests,Government,喜欢,positive
4,1950000,44000,"(2019, 8, 17)",共青团中央,11416573,130,哈利路亚,9,Hong Kong Protests,Government,喜欢,positive
4,1283000,2811,"(2019, 6, 14)",共青团中央,11416570,175,我们去寻找属于我们的50万吧,8,Hong Kong Protests,Government,厌恶,negative
5,466000,13000,"(2020, 7, 5)",央视新闻,20926845,56,英雄,6,Hong Kong Protests,Media,喜欢,positive
2,693000,8352,"(2021, 12, 8)",卢克文工作室,4368342,122,人与人要相互理解,3,Hong Kong Protests,Influencer,喜欢,positive
1,862000,2890,"(2022, 9, 14)",我是十四哦丶,522434,170,系兄弟就来砍我,3,Hong Kong Protests,Famous Content Creator,生气,negative
0,234000,2935,"(2023, 8, 30)",毒蛊酱,93973,143,这里面我很喜欢卫诗雅,6,Hong Kong Protests,None,喜欢,positive
1,862000,2890,"(2022, 9, 14)",我是十四哦丶,522434,170,124个老6？,4,Hong Kong Protests,Famous Content Creator,厌恶,negative
4,565000,4642,"(2019, 9, 1)",广东共青团,1724625,68,粗鄙之语,8,Hong Kong Protests,Government,厌恶,negative
4,1193000,16000,"(2019, 8, 9)",浙江共青团,1543514,84,安徽脏话,6,Hong Kong Protests,Government,厌恶,negative
5,1992000,16000,"(2019, 11, 20)",央视新闻,20926845,66,支持,8,Hong Kong Protests,Media,喜欢,positive
0,609000,2146,"(2022, 1, 8)",陌路狂欢GO,15838,147,劳荣枝夫妇,8,Hong Kong Protests,None,喜欢,positive
0,252000,1299,"(2024, 12, 9)",DJ_HUMBLE,25979,12,完善个鬼啊意林能不能好的啊哈哈哈哈,6,Hong Kong Protests,None,开心,positive
4,260000,1141,"(2019, 9, 2)",广东共青团,1724625,63,臭有钱的，呸,2,Hong Kong Protests,Government,厌恶,negative
2,464000,4814,"(2021, 5, 5)",探骊探世界,240082,183,疯子毫无底线，歹毒心，痴心妄想。！,7,Hong Kong Protests,Influencer,厌恶,negative
4,1740000,18000,"(2019, 11, 17)",浙江共青团,1543514,6,看到国旗瞬间安全感爆棚,5,Hong Kong Protests,Government,开心,positive
1,862000,2890,"(2022, 9, 14)",我是十四哦丶,522434,170,无意冒犯无意冒犯无意冒犯无意冒犯无意冒犯无意冒犯无意冒犯,5,Hong Kong Protests,Famous Content Creator,厌恶,negative
0,205000,164,"(2023, 11, 28)",三石头G,3206,76,每天看一遍，美滋滋,7,Hong Kong Protests,None,喜欢,positive
2,693000,8352,"(2021, 12, 8)",卢克文工作室,4368342,122,我讲粤语的时候就挺开心的,5,Hong Kong Protests,Influencer,开心,positive
1,862000,2890,"(2022, 9, 14)",我是十四哦丶,522434,170,霍景良,2,Hong Kong Protests,Famous Content Creator,喜欢,positive
0,790000,4123,"(2023, 8, 20)",毒蛊酱,93973,152,莼朱,10,Hong Kong Protests,None,厌恶,negative
0,790000,4123,"(2023, 8, 20)",毒蛊酱,93973,152,无症状感染者,6,Hong Kong Protests,None,厌恶,negative
1,360000,1673,"(2023, 12, 29)",胆子不小的郑吉祥,936878,169,太傻了，应该去台湾的,4,Hong Kong Protests,Famous Content Creator,厌恶,negative
0,89000,52,"(2024, 12, 23)",天琪说,34897,100,神曲急了,4,Hong Kong Protests,None,厌恶,negative
4,1368000,37000,"(2020, 5, 18)",共青团中央,11416573,1,黑社会：叫我干嘛？我不认识这群人,8,Hong Kong Protests,Government,厌恶,negative
0,86000,184,"(2025, 1, 15)",午夜阁楼,7936,185,cc,2,Hong Kong Protests,None,厌恶,negative
0,790000,4123,"(2023, 8, 20)",毒蛊酱,93973,152,兄弟你是真饿了啊,5,Hong Kong Protests,None,厌恶,negative
4,555000,414,"(2021, 4, 9)",广东共青团,1724625,110,举例到位,6,Hong Kong Protests,Government,喜欢,positive
1,877000,14000,"(2019, 10, 25)",马督工,2037056,49,我早餐8元，午餐30 。。。,9,Hong Kong Protests,Famous Content Creator,开心,positive
4,2355000,46000,"(2019, 7, 23)",共青团中央,11416574,93,浙江脏话,8,Hong Kong Protests,Government,厌恶,negative
1,1112000,4255,"(2024, 12, 9)",世界需要恐怖片,489577,115,小姑娘太可怜了,2,Hong Kong Protests,Famous Content Creator,悲伤,negative
0,242000,832,"(2025, 2, 16)",史提缤纷周,5966,166,思维好清晰,10,Hong Kong Protests,None,喜欢,positive
2,2255000,16000,"(2021, 4, 22)",卢克文工作室,4368332,5,世上竟有这等好事,7,Hong Kong Protests,Influencer,厌恶,negative
4,1368000,37000,"(2020, 5, 18)",共青团中央,11416573,1,气死我了,6,Hong Kong Protests,Government,生气,negative
1,1280000,9914,"(2024, 6, 16)",人间放映厅,1153155,113,做人最重要是嗨心！你嗨心就好！,9,Hong Kong Protests,Famous Content Creator,开心,positive
4,2976000,22000,"(2019, 11, 19)",广东共青团,1724625,21,加油,8,Hong Kong Protests,Government,喜欢,positive
4,1394000,11000,"(2019, 10, 27)",共青团中央,11416573,31,弹幕别刷长得丑，直接口区就完事了,8,Hong Kong Protests,Government,厌恶,negative
1,1560000,16000,"(2024, 10, 18)",勾手老大爷邓肯,2085321,111,哈哈，可以拍鬼片了,6,Hong Kong Protests,Famous Content Creator,开心,positive
2,693000,8352,"(2021, 12, 8)",卢克文工作室,4368342,122,先自己活下去发展好再说吧,5,Hong Kong Protests,Influencer,喜欢,positive
4,1740000,18000,"(2019, 11, 17)",浙江共青团,1543514,6,刚刚过去这个女的 我怀疑....,7,Hong Kong Protests,Government,惊讶,negative
4,4898000,11000,"(2019, 11, 17)",浙江共青团,1543514,72,这个1234让刚刚军训完的我DNA动了,8,Hong Kong Protests,Government,惊讶,negative
2,693000,8352,"(2021, 12, 8)",卢克文工作室,4368342,122,你解读的都错，说普通话的永远理解不了讲白话的,9,Hong Kong Protests,Influencer,厌恶,negative
5,2165000,4460,"(2019, 9, 1)",观察者网,7368397,53,真是丧尸一群,7,Hong Kong Protests,Media,厌恶,negative
0,154000,827,"(2024, 8, 12)",油管小师妹,29134,8,抵死 自己蠢,10,Hong Kong Protests,None,厌恶,negative
4,1368000,37000,"(2020, 5, 18)",共青团中央,11416573,1,我当天在场，煽动性真的很强,9,Hong Kong Protests,Government,喜欢,positive
4,3337000,7578,"(2019, 8, 29)",浙江共青团,1543514,77,注意安全，,5,Hong Kong Protests,Government,喜欢,positive
2,2255000,16000,"(2021, 4, 22)",卢克文工作室,4368332,5,妙啊,7,Hong Kong Protests,Influencer,喜欢,positive
5,466000,13000,"(2020, 7, 5)",央视新闻,20926845,56,全体起立！,7,Hong Kong Protests,Media,喜欢,positive
4,3486000,5414,"(2021, 7, 14)",广东共青团,1724625,139,维他奶,5,Hong Kong Protests,Government,喜欢,positive
2,693000,8352,"(2021, 12, 8)",卢克文工作室,4368342,122,要不是大陆需要香港这个窗口，那个小渔港算个屁！,10,Hong Kong Protests,Influencer,厌恶,negative
4,372000,1826,"(2019, 11, 19)",广东共青团,1724625,37,我考不上大学那么大家都别上学了吧～,3,Hong Kong Protests,Government,厌恶,negative
4,210000,390,"(2019, 8, 30)",浙江共青团,1543515,101,大结局彩排?,10,Hong Kong Protests,Government,开心,positive
2,1456000,6814,"(2021, 4, 21)",卢克文工作室,4368332,7,13年都不够,9,Hong Kong Protests,Influencer,悲伤,negative
1,877000,14000,"(2019, 10, 25)",马督工,2037056,49,坐吃山空,6,Hong Kong Protests,Famous Content Creator,厌恶,negative
4,1215000,3887,"(2019, 11, 18)",广东共青团,1724625,20,呕狗吃桌毛(粗话),9,Hong Kong Protests,Government,厌恶,negative
4,1044000,3825,"(2019, 11, 2)",广东共青团,1724625,22,普通人需要的就是安定的生活啊,4,Hong Kong Protests,Government,喜欢,positive
4,1368000,37000,"(2020, 5, 18)",共青团中央,11416573,1,山东脏话爆表！,6,Hong Kong Protests,Government,厌恶,negative
1,232000,283,"(2023, 9, 20)",X档案员,110436,174,一面之词而已,8,Hong Kong Protests,Famous Content Creator,厌恶,negative
5,466000,13000,"(2020, 7, 5)",央视新闻,20926845,56,感动中国！！！！,6,Hong Kong Protests,Media,喜欢,positive
5,466000,13000,"(2020, 7, 5)",央视新闻,20926845,56,真勇士,9,Hong Kong Protests,Media,喜欢,positive
4,565000,4642,"(2019, 9, 1)",广东共青团,1724625,68,你为什么不去死,8,Hong Kong Protests,Government,厌恶,negative
0,790000,4123,"(2023, 8, 20)",毒蛊酱,93973,152,变成丧尸了,7,Hong Kong Protests,None,厌恶,negative
1,3479000,22000,"(2021, 4, 30)",毒舌的南瓜,2299715,4,伟大的卫国战争,7,Hong Kong Protests,Famous Content Creator,喜欢,positive
4,2751000,32000,"(2019, 8, 7)",浙江共青团,1543514,24,中华人民共和国万岁,7,Hong Kong Protests,Government,喜欢,positive
2,2010000,3539,"(2021, 4, 19)",卢克文工作室,4368336,58,真是败类。,2,Hong Kong Protests,Influencer,厌恶,negative
0,68000,402,"(2024, 7, 26)",墨夏视界,16765,114,5,1,Hong Kong Protests,None,厌恶,negative
5,432000,2513,"(2020, 7, 4)",央视新闻,20926842,18,1.8焦耳/平方厘米算枪了吧,2,Hong Kong Protests,Media,厌恶,negative
2,223000,444,"(2023, 4, 14)",邵永灵,81317,32,傻了吧 秋后算账,6,Hong Kong Protests,Influencer,厌恶,negative
4,12414000,295000,"(2019, 11, 20)",共青团中央,11416573,2,军警介入啊,8,Hong Kong Protests,Government,惊讶,negative
2,464000,4814,"(2021, 5, 5)",探骊探世界,240082,183,高下立判,10,Hong Kong Protests,Influencer,厌恶,negative
0,398000,1427,"(2023, 9, 28)",春典JARGON,180958,90,6，吕子乔都得甘拜下风,7,Hong Kong Protests,None,喜欢,positive
4,194000,335,"(2019, 8, 26)",青春山东,461528,119,卧槽，过分了,6,Hong Kong Protests,Government,厌恶,negative
4,3337000,7578,"(2019, 8, 29)",浙江共青团,1543514,77,游戏结束,5,Hong Kong Protests,Government,厌恶,negative
0,242000,832,"(2025, 2, 16)",史提缤纷周,5966,166,笑死，真的草台班子，借工程名义捞钱而已,10,Hong Kong Protests,None,厌恶,negative
4,1077000,4387,"(2019, 11, 15)",共青团中央,11416572,151,广西脏话,9,Hong Kong Protests,Government,厌恶,negative
0,609000,2146,"(2022, 1, 8)",陌路狂欢GO,15838,147,完了,7,Hong Kong Protests,None,开心,positive
4,2976000,22000,"(2019, 11, 19)",广东共青团,1724625,21,港渣不敢对他们洋爹动手的,7,Hong Kong Protests,Government,厌恶,negative
0,473000,3433,"(2019, 8, 31)",观视频工作室,3926463,38,打断卖国狗的腿,8,Hong Kong Protests,None,厌恶,negative
4,260000,1141,"(2019, 9, 2)",广东共青团,1724625,63,你们的上帝无颜面对我们死去的英烈,8,Hong Kong Protests,Government,厌恶,negative
0,234000,2935,"(2023, 8, 30)",毒蛊酱,93973,143,就是因为妹妹比她幸运她才更难受,5,Hong Kong Protests,None,悲伤,negative
4,194000,335,"(2019, 8, 26)",青春山东,461528,119,这都算黑帮了把,5,Hong Kong Protests,Government,厌恶,negative
5,1250000,8051,"(2021, 6, 26)",观察者网,7368397,70,玩椰树牌椰奶的招数？？？？？？？？,5,Hong Kong Protests,Media,厌恶,negative
5,1524000,12000,"(2021, 4, 14)",央视新闻,20926840,10,保护,10,Hong Kong Protests,Media,喜欢,positive
5,466000,13000,"(2020, 7, 5)",央视新闻,20926845,56,何君尧,10,Hong Kong Protests,Media,喜欢,positive
4,260000,1141,"(2019, 9, 2)",广东共青团,1724625,63,才这么点啊？,7,Hong Kong Protests,Government,厌恶,negative
4,1740000,18000,"(2019, 11, 17)",浙江共青团,1543514,6,技术暂停  ,5,Hong Kong Protests,Government,厌恶,negative
4,4898000,11000,"(2019, 11, 17)",浙江共青团,1543514,72,记者让我对自己的800有了自信,5,Hong Kong Protests,Government,喜欢,positive
0,790000,4123,"(2023, 8, 20)",毒蛊酱,93973,152,我就爱看重口的，越恶心越好,10,Hong Kong Protests,None,厌恶,negative
1,1560000,16000,"(2024, 10, 18)",勾手老大爷邓肯,2085321,111,說到我家了,10,Hong Kong Protests,Famous Content Creator,厌恶,negative
4,12414000,295000,"(2019, 11, 20)",共青团中央,11416573,2,电棍呢,9,Hong Kong Protests,Government,厌恶,negative
5,1524000,12000,"(2021, 4, 14)",央视新闻,20926840,10,买了他家房子的人可能永远想不到自己的血汗钱被拿去乱港了,7,Hong Kong Protests,Media,厌恶,negative
5,1250000,8051,"(2021, 6, 26)",观察者网,7368397,70,佐丹奴？！,8,Hong Kong Protests,Media,厌恶,negative
4,142000,587,"(2019, 12, 3)",广东共青团,1724625,52,反向进化了,10,Hong Kong Protests,Government,厌恶,negative
4,3059000,5478,"(2020, 7, 5)",广东共青团,1724625,11,行开,5,Hong Kong Protests,Government,喜欢,positive
1,360000,1673,"(2023, 12, 29)",胆子不小的郑吉祥,936878,169,这辈子一定与赌毒不共戴天,3,Hong Kong Protests,Famous Content Creator,厌恶,negative
0,398000,1427,"(2023, 9, 28)",春典JARGON,180958,90,大哥：你俩撩骚你俩的提我干嘛啊,5,Hong Kong Protests,None,生气,negative
4,260000,1141,"(2019, 9, 2)",广东共青团,1724625,63,明天你不用来上班了,8,Hong Kong Protests,Government,厌恶,negative
2,1420000,6991,"(2021, 4, 20)",卢克文工作室,4368337,71,文明的对立面,8,Hong Kong Protests,Influencer,厌恶,negative
2,464000,4814,"(2021, 5, 5)",探骊探世界,240082,183,相由心生,10,Hong Kong Protests,Influencer,喜欢,positive
5,466000,13000,"(2020, 7, 5)",央视新闻,20926845,56,应该写进教科书,9,Hong Kong Protests,Media,厌恶,negative
2,2010000,3539,"(2021, 4, 19)",卢克文工作室,4368336,58,糖衣爆弹,1,Hong Kong Protests,Influencer,厌恶,negative
4,565000,4642,"(2019, 9, 1)",广东共青团,1724625,68,我也明白啊，书念的少,7,Hong Kong Protests,Government,厌恶,negative
4,1368000,37000,"(2020, 5, 18)",共青团中央,11416573,1,抓起来都扔公海吧,8,Hong Kong Protests,Government,厌恶,negative
4,82000,826,"(2024, 1, 10)",河南共青团,1211536,148,高燃时刻开始,5,Hong Kong Protests,Government,开心,positive
5,29000,473,"(2020, 7, 28)",国防时报TV,1618482,9,太太好靓，好贤惠,10,Hong Kong Protests,Media,喜欢,positive
0,86000,184,"(2025, 1, 15)",午夜阁楼,7936,185,cc,4,Hong Kong Protests,None,厌恶,negative
4,552000,4035,"(2019, 8, 13)",青春山东,461528,45,发生在外国早就一枪打过去了,6,Hong Kong Protests,Government,惊讶,negative
5,1250000,8051,"(2021, 6, 26)",观察者网,7368397,70,劣币驱逐良币,7,Hong Kong Protests,Media,厌恶,negative
5,182000,720,"(2019, 12, 2)",中国日报,2994317,33,唉,6,Hong Kong Protests,Media,悲伤,negative
0,782000,3330,"(2025, 2, 18)",不挑瓜的猫堡,20368,65,尊重祝福,6,Hong Kong Protests,None,喜欢,positive
5,1250000,8051,"(2021, 6, 26)",观察者网,7368397,70,？,7,Hong Kong Protests,Media,厌恶,negative
4,1740000,18000,"(2019, 11, 17)",浙江共青团,1543514,6,剃须刀拍的,5,Hong Kong Protests,Government,开心,positive
4,1325000,3509,"(2019, 10, 11)",青春山东,461528,161,想打人咋办？,7,Hong Kong Protests,Government,厌恶,negative
0,182000,525,"(2024, 8, 25)",装董百科,20832,127,不要谈落寞，牛逼的早洗白了,5,Hong Kong Protests,None,厌恶,negative
4,3767000,5894,"(2019, 10, 28)",青春山东,461528,51,很多人？围攻?BBC直呼内行,9,Hong Kong Protests,Government,厌恶,negative
4,1740000,18000,"(2019, 11, 17)",浙江共青团,1543514,6,好帅啊！！！！！,8,Hong Kong Protests,Government,喜欢,positive
4,1368000,37000,"(2020, 5, 18)",共青团中央,11416573,1,GGGGGGGGG,5,Hong Kong Protests,Government,开心,positive
5,1556000,2437,"(2022, 1, 11)",中国日报,2994317,106,人美心善的小姐姐,8,Hong Kong Protests,Media,喜欢,positive
5,1632000,8230,"(2019, 11, 27)",央视新闻,20926839,3,新生,6,Hong Kong Protests,Media,喜欢,positive
4,3486000,5414,"(2021, 7, 14)",广东共青团,1724625,139,唉，有什么用。这社会矛盾问题怎么解决,5,Hong Kong Protests,Government,厌恶,negative
5,182000,720,"(2019, 12, 2)",中国日报,2994317,33,很坚定,8,Hong Kong Protests,Media,喜欢,positive
4,1740000,18000,"(2019, 11, 17)",浙江共青团,1543514,6,哈哈哈哈哈哈哈哈哈一群兵哥哥跑来,8,Hong Kong Protests,Government,开心,positive
1,1560000,16000,"(2024, 10, 18)",勾手老大爷邓肯,2085321,111,逝者安息,9,Hong Kong Protests,Famous Content Creator,悲伤,negative
4,1574000,4206,"(2019, 11, 12)",浙江共青团,1543514,14,宇宙脏话,5,Hong Kong Protests,Government,厌恶,negative
5,466000,13000,"(2020, 7, 5)",央视新闻,20926845,56,深圳人支持！！！,10,Hong Kong Protests,Media,喜欢,positive
0,93000,16,"(2024, 11, 7)",国峰解说历史记录,5630,98,啊？真的假的,4,Hong Kong Protests,None,厌恶,negative
2,693000,8352,"(2021, 12, 8)",卢克文工作室,4368342,122,冲到前面的也只是觉得自己对了而已，其实，它对了么？,7,Hong Kong Protests,Influencer,厌恶,negative
4,1044000,3825,"(2019, 11, 2)",广东共青团,1724625,22,这谁赶去啊,6,Hong Kong Protests,Government,生气,negative
0,790000,4123,"(2023, 8, 20)",毒蛊酱,93973,152,这里是伏笔,10,Hong Kong Protests,None,喜欢,positive
2,464000,4814,"(2021, 5, 5)",探骊探世界,240082,183,三板斧闯天下,6,Hong Kong Protests,Influencer,喜欢,positive
5,2165000,4460,"(2019, 9, 1)",观察者网,7368397,53,自作孽，不可活,7,Hong Kong Protests,Media,厌恶,negative
0,252000,1299,"(2024, 12, 9)",DJ_HUMBLE,25979,12,好多公司执笠,5,Hong Kong Protests,None,厌恶,negative
0,2094000,560,"(2023, 5, 12)",东风吹过一路生花,2078,17,企业安排在深圳面试,3,Hong Kong Protests,None,厌恶,negative
4,3486000,5414,"(2021, 7, 14)",广东共青团,1724625,139,震惊啊,7,Hong Kong Protests,Government,惊讶,negative
4,1740000,18000,"(2019, 11, 17)",浙江共青团,1543514,6,中国加油武汉加油！,8,Hong Kong Protests,Government,喜欢,positive
4,259000,629,"(2019, 10, 26)",广东共青团,1724625,40,32.让别人不去光顾你（应该是说支持JC的商店）,3,Hong Kong Protests,Government,厌恶,negative
2,1456000,6814,"(2021, 4, 21)",卢克文工作室,4368332,7,送来大陆好好服侍你,6,Hong Kong Protests,Influencer,喜欢,positive
5,1632000,8230,"(2019, 11, 27)",央视新闻,20926839,3,有没有2024年来的？看得心疼死了,10,Hong Kong Protests,Media,悲伤,negative
4,1215000,3887,"(2019, 11, 18)",广东共青团,1724625,20,港督在上海话是傻瓜的意思 上海人想笑一笑,8,Hong Kong Protests,Government,开心,positive
1,1112000,4255,"(2024, 12, 9)",世界需要恐怖片,489577,115,背后不要留给敌人,1,Hong Kong Protests,Famous Content Creator,厌恶,negative
5,1632000,8230,"(2019, 11, 27)",央视新闻,20926839,3,孕妇？？？？？？,5,Hong Kong Protests,Media,惊讶,negative
0,473000,3433,"(2019, 8, 31)",观视频工作室,3926463,38,我觉得不对,9,Hong Kong Protests,None,厌恶,negative
4,3325000,52000,"(2019, 7, 28)",广东共青团,1724625,149,战鼓起,7,Hong Kong Protests,Government,开心,positive
